@relation regression/machine.cpu.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute y_min real
@attribute y_max real
@data
0.1525516409578107,0.21489479684144808,0.013840019120744507,0.8514545431088597,0.6740090748904073,0.7766852422395136,0.06231829556017432,0.6634108472618614,0.7032936195170922,0.8212168368657989,0.030981236500824072,0.932700575346493,68.96082687893315,69.7460699452493
0.06656287846127973,0.6923704038079131,0.556417565080184,0.640673034458649,0.32727573634122564,0.4158238946815337,0.1717356126883509,0.8113268524354684,0.35386999822338416,0.8442345999859402,0.6412511731847428,0.6730577502391618,68.52566383150771,69.73422908520936
0.32616506159250547,0.7926201362054873,0.6179469216993552,0.6642564230076426,0.23475511194262,0.9014420799766893,0.019283878553927658,0.5148985579993772,0.482966137093392,0.6883260622895271,0.20280537825440048,0.49627190514243247,68.5570315831568,69.25348297705428
0.3128715844396217,0.7033691128173429,0.09034789913237018,0.7319711705152521,0.0919087175812634,0.5189153041098117,0.08507995871189411,0.8959960547074556,0.7641447256422308,0.9622489583257725,0.2925077291225744,0.8016622275939488,69.17601635829286,70.03875868689961
0.14553434308587232,0.25159699024732174,0.41821870537005634,0.6067792402741644,0.5671482010551299,0.9662772505706984,0.2211855951077677,0.9145745958852892,0.1358059481031163,0.21654555724793767,0.05275037173270258,0.60564022761279,67.88436334359997,68.48326350839776
0.6856991763635543,0.8498256105138712,0.03914135200826119,0.41254947830416566,0.19605572015699357,0.771650988424593,0.10236123483665382,0.6417957657888779,0.27086561185324043,0.8662073822028004,0.5522571491541487,0.5835757708355618,68.29581480897738,69.66828808418518
0.1369110342366373,0.9946523005792771,0.13661914503416772,0.42909718698661536,0.44133854586779775,0.6333435634803735,0.7501937998930779,0.9424526536891873,0.60962003225543,0.8906946031165504,0.3800813696840166,0.6527393427419808,69.09446530275366,69.8557931058163
0.4034996614605336,0.7634681738246946,0.08101125069276338,0.2823269264913002,0.01093215823339222,0.10575288514984105,0.2148386924161979,0.9419407887291772,0.15885734878809799,0.8211276189901203,0.35153862212990794,0.3906050985138806,68.02838287935343,69.60026008560092
0.37587527147514055,0.6490533435386167,0.232239740346325,0.5112056535945018,0.4551858245175733,0.5562793461086945,0.0403447956782238,0.5702450507584039,0.05323148083429985,0.6817273427698123,0.08775620645966675,0.1763051181131896,67.66374380857401,69.1254463530201
0.31328225440821933,0.3584750311610192,0.724561487113098,0.8462158186478916,0.2791666905207938,0.7686048591364141,0.0032460388289907716,0.896864780305942,0.31001775231873774,0.5838774966644098,0.2463988611172454,0.7511306653977957,68.24053998373945,69.26402316837459
0.1668644219903963,0.2390562266200379,0.5341397090003298,0.9070115263020561,0.1694528041295903,0.6316181094171017,0.48863770492146497,0.7976140416441936,0.33700885578851836,0.4123639277289378,0.7106194737858329,0.8992695354762631,68.63203266841542,68.95642704410628
0.3043356731031941,0.9555987878098225,0.7457527616314323,0.9009966824624368,0.07192572040142431,0.9502099328939525,0.8142259148676838,0.9973079168567287,0.6931411340083861,0.7433983716692747,0.24454009469354032,0.4825436820662067,69.22841189723921,69.50554878725991
0.549379914458839,0.854043411007653,0.1872302573322272,0.7227971446924293,0.1486927250780533,0.3432030995663131,0.47554760610376046,0.7624943620502841,0.7572549733108674,0.7727263457995073,0.07409524156229075,0.17198213449170907,69.18750967648879,69.35752375006442
0.2250336776814006,0.7110264651747741,0.6720913376727394,0.8801478448881531,0.8172849169378686,0.9063724375021052,0.4257975913958445,0.9399706338498763,0.046230809756003355,0.7930917012733658,0.49830234939305396,0.730287727132098,67.93138705016072,69.6898801216206
0.041612025807350794,0.060887940532940776,0.08522589689849325,0.8223852342932508,0.7190656064754407,0.9025807649441404,0.5080082417307576,0.707238586527291,0.7191227307523284,0.842994950621453,0.006145216114012753,0.33600498444075433,69.1232975788368,69.56672351012415
0.1668655463319827,0.31443580533812554,0.2780712074647097,0.4098364884217863,0.06021851617443186,0.9572682691046127,0.8016571573155384,0.9465039664437391,0.3110545384788487,0.5881241986995621,0.05182611684917915,0.22894079862789585,68.40619556262224,69.0817580219815
0.6137458513306385,0.9745474502736348,0.24006253405304478,0.4078889326070435,0.06812375003930782,0.15464652508134524,0.40087783834440927,0.5949953090326899,0.24960114663961985,0.9093604258926372,0.16016253764655142,0.750234605744557,68.18171714865963,69.80889814961931
0.6612405354273667,0.9858056459942747,0.6166517489260052,0.7650076638874406,0.14890968432695528,0.28791912754829274,0.05526890727044942,0.831916723678502,0.13438843057298477,0.8847191321488375,0.02052754946435409,0.7399106294512919,67.79150350551726,69.8267753079589
0.13944382038941694,0.27270856378077246,0.8908999334005339,0.9750843949186213,0.47217441157238815,0.5825292821651378,0.11226647337426521,0.776589940342227,0.7753628801154848,0.835574112616062,0.6488628872388836,0.9946522799822319,69.36849515539672,69.83443298270889
0.08700979685113908,0.2539706267588664,0.12814358855419705,0.7465444900241854,0.2073573554169864,0.7868510698051755,0.009323933669327489,0.15420555176119344,0.11742881440971031,0.6175917018200487,0.8677299913820857,0.8744606587240593,68.1101738560612,69.16395568690524
0.09695107068085151,0.14969454440552277,0.06449056716288615,0.19754455889156763,0.7006274813405797,0.7902111083579001,0.6610247495113664,0.7727322508337827,0.5505344343654442,0.6973057773871922,0.09414574111869356,0.8119432391090481,68.86522256911157,69.48351039707522
0.34663116439049,0.803398077007121,0.03803154785327734,0.5427977563374985,0.4691792787433847,0.5903991585964494,0.4530837100619969,0.47821852037585744,0.5642337289202329,0.7015341104184457,0.18835605243940168,0.5368340794850016,68.84336232611878,69.28347546423075
0.11233288865514168,0.28704596557610695,0.6856372708692022,0.9584743029084569,0.07906875320764495,0.6680433901502039,0.19553849474624274,0.768939644984841,0.8976894083952268,0.9758287650292231,0.638868729036264,0.6688067315986761,69.6321724041673,69.981997860878
0.900739193489144,0.9789194346750207,0.41984692773128196,0.7425332332728511,0.04371773587961347,0.8369858320314518,0.12502627792801047,0.9902120545116394,0.33810741681775647,0.4139829406713501,0.2232238672204978,0.9810707278480248,68.30050051261557,69.024283996681
0.7702691407538388,0.8328224870295039,0.07807499136503038,0.5503834938069312,0.6291813929848545,0.6395931098244131,0.3782107617286683,0.6337752787658943,0.2415442145975597,0.6538347243523212,0.3774080391860358,0.6714781271250658,68.25190942521162,69.2743521392411
0.29674105636776926,0.7709203125436145,0.38533989715719275,0.6937301420920176,0.30959623500678624,0.9473324509660543,0.2705152061061742,0.9646276452528701,0.7571285226706018,0.8360982244463214,0.05012729830590679,0.3144321056087691,69.11929862796262,69.61274463811674
0.07225151294366294,0.7389161224801473,0.08903836635684936,0.48188031315277613,0.4084185772642367,0.4739515130400056,0.13715137884245132,0.18750987785363726,0.5417807961568736,0.9269719477663376,0.32098909033678913,0.6746825275603786,68.75859326787636,69.71054050624488
0.24730665639727523,0.3305711329419263,0.41731230065995795,0.564868652751223,0.016975163197931464,0.9699982035331288,0.015572191573423155,0.569005636245784,0.16377405752360819,0.693860689548033,0.24602726248210094,0.6706802485927713,67.95192034545008,69.3538622204096
0.2469002711820969,0.42635215251049596,0.32359888251590563,0.3628334075973064,0.045814102667655954,0.3426688987594191,0.422153159647765,0.6694325593629277,0.38459144546272395,0.7678780589195352,0.35698325379646356,0.4191103788054168,68.55694010139281,69.42916395454561
0.5684349822657951,0.8556810183390441,0.6432456285241501,0.723972747016901,0.4078042812343625,0.858143314833465,0.4467087796361475,0.7011527719754591,0.13517050011893894,0.2680010418242864,0.298877248642446,0.5364367014385666,68.02896111721785,68.47826927772097
