@relation autos_200_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute y real
@data
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8048623898785008
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5701200650164915
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6965486991238672
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6974668499685066
0.0,0.0,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,0.8030085148501405
0.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.0,0.0,0.5695323195299522
0.0,0.0,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.6978019903359649
0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,1.0,0.7003338744885232
0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5668874648405235
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7065965478019995
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.7121131393525513
0.0,0.0,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.8020815773359611
0.0,0.0,0.0,0.2727272727272727,0.0,1.0,0.0,0.0,0.5692384467866822
0.0,0.0,0.0,0.2727272727272727,0.0,0.0,1.0,0.0,0.6982992269552659
0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.7017673867485323
0.0,0.0,0.0,0.36363636363636365,1.0,0.0,0.0,0.0,0.801154639821781
0.0,0.0,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.5689445740434125
0.0,0.0,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.6987964635745676
0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.7032008990085403
0.0,0.0,0.0,0.45454545454545453,1.0,0.0,0.0,0.0,0.800227702307601
0.0,0.0,0.0,0.45454545454545453,0.0,1.0,0.0,0.0,0.5686507013001425
0.0,0.0,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.6991643629520738
0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,1.0,0.7046344112685485
0.0,0.0,0.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.7993007647934212
0.0,0.0,0.0,0.5454545454545454,0.0,1.0,0.0,0.0,0.568356828556873
0.0,0.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.6994375947087321
0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,1.0,0.7060679235285565
0.0,0.0,0.0,0.6363636363636364,1.0,0.0,0.0,0.0,0.7983738272792413
0.0,0.0,0.0,0.6363636363636364,0.0,1.0,0.0,0.0,0.5680629558136028
0.0,0.0,0.0,0.6363636363636364,0.0,0.0,1.0,0.0,0.6997108264653913
0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.0,1.0,0.7075014357885652
0.0,0.0,0.0,0.7272727272727273,1.0,0.0,0.0,0.0,0.7974468897650615
0.0,0.0,0.0,0.7272727272727273,0.0,1.0,0.0,0.0,0.5677690830703335
0.0,0.0,0.0,0.7272727272727273,0.0,0.0,1.0,0.0,0.69998405822205
0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.7089349480485738
0.0,0.0,0.0,0.8181818181818182,1.0,0.0,0.0,0.0,0.7965199522508821
0.0,0.0,0.0,0.8181818181818182,0.0,1.0,0.0,0.0,0.5674752103270633
0.0,0.0,0.0,0.8181818181818182,0.0,0.0,1.0,0.0,0.7021316923769956
0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,1.0,0.7103684603085818
0.0,0.0,0.0,0.9090909090909091,1.0,0.0,0.0,0.0,0.7955930147367023
0.0,0.0,0.0,0.9090909090909091,0.0,1.0,0.0,0.0,0.5671813375837933
0.0,0.0,0.0,0.9090909090909091,0.0,0.0,1.0,0.0,0.7043641200894977
0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.0,1.0,0.7107700985333518
0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.845567896007533
0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.7604542957586384
0.0,0.0,0.1,0.18181818181818182,1.0,0.0,0.0,0.0,0.845574161710434
0.0,0.0,0.1,0.18181818181818182,0.0,0.0,0.0,1.0,0.7629201527864993
0.0,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.6489829347543417
0.0,0.0,0.1,0.2727272727272727,1.0,0.0,0.0,0.0,0.845577294561884
0.0,0.0,0.1,0.2727272727272727,0.0,1.0,0.0,0.0,0.6513339167005001
0.0,0.0,0.1,0.2727272727272727,0.0,0.0,1.0,0.0,0.7454321604587986
0.0,0.0,0.1,0.2727272727272727,0.0,0.0,0.0,1.0,0.7636352688917365
0.0,0.0,0.1,0.36363636363636365,1.0,0.0,0.0,0.0,0.8455804274133345
0.0,0.0,0.1,0.36363636363636365,0.0,1.0,0.0,0.0,0.6510400439572301
0.0,0.0,0.1,0.36363636363636365,0.0,0.0,0.0,1.0,0.7643503849969735
0.0,0.0,0.1,0.45454545454545453,0.0,0.0,1.0,0.0,0.7492733727329597
0.0,0.0,0.1,0.6363636363636364,0.0,0.0,1.0,0.0,0.754183593321057
0.0,0.0,0.1,0.6363636363636364,0.0,0.0,0.0,1.0,0.7683533857025187
0.0,0.0,0.1,0.7272727272727273,0.0,1.0,0.0,0.0,0.6498645529841509
0.0,0.0,0.1,0.7272727272727273,0.0,0.0,0.0,1.0,0.7697610871786036
0.0,0.0,0.1,0.8181818181818182,0.0,1.0,0.0,0.0,0.6495706802408812
0.0,0.0,0.1,0.8181818181818182,0.0,0.0,0.0,1.0,0.7711687886546883
0.0,0.0,0.1,0.9090909090909091,0.0,1.0,0.0,0.0,0.649276807497611
0.0,0.0,0.1,0.9090909090909091,0.0,0.0,1.0,0.0,0.7615489242032025
0.0,0.0,1.0,0.18181818181818182,0.0,1.0,0.0,0.0,1.1762134035266458
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.1434749426566584
0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.177816181607416
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0880371199753744
0.0,0.0,1.0,0.2727272727272727,1.0,0.0,0.0,0.0,1.1425983237728743
0.0,0.0,1.0,0.2727272727272727,0.0,1.0,0.0,0.0,1.1763914899800647
0.0,0.0,1.0,0.2727272727272727,0.0,0.0,0.0,1.0,1.0786992978709224
0.0,0.0,1.0,0.36363636363636365,0.0,1.0,0.0,0.0,1.1765695764334836
0.0,0.0,1.0,0.36363636363636365,0.0,0.0,1.0,0.0,1.1004499075095289
0.0,0.0,1.0,0.36363636363636365,0.0,0.0,0.0,1.0,1.0798665256339786
0.0,0.0,1.0,0.45454545454545453,1.0,0.0,0.0,0.0,1.1428174784938205
0.0,0.0,1.0,0.45454545454545453,0.0,0.0,1.0,0.0,1.1010283748886334
0.0,0.0,1.0,0.45454545454545453,0.0,0.0,0.0,1.0,1.0810337533970351
0.0,0.0,1.0,0.5454545454545454,0.0,0.0,0.0,1.0,1.0822009811600921
0.0,0.0,1.0,0.6363636363636364,1.0,0.0,0.0,0.0,1.1430366332147666
0.0,0.0,1.0,0.6363636363636364,0.0,0.0,1.0,0.0,1.1021853096468432
0.0,0.0,1.0,0.6363636363636364,0.0,0.0,0.0,1.0,1.0833682089231482
0.0,0.0,1.0,0.7272727272727273,0.0,1.0,0.0,0.0,1.1772819222471593
0.0,0.0,1.0,0.7272727272727273,0.0,0.0,0.0,1.0,1.0845354366862048
0.0,0.0,1.0,0.8181818181818182,0.0,0.0,0.0,1.0,1.0857026644492613
0.0,0.0,1.0,0.9090909090909091,1.0,0.0,0.0,0.0,1.1433653652961855
0.0,0.0,1.0,0.9090909090909091,0.0,1.0,0.0,0.0,1.177638095153997
0.0,0.0,1.0,0.9090909090909091,0.0,0.0,1.0,0.0,1.1039207117841583
0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.7710047567970177
0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.4860163824154774
0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.717581254423715
0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.5812684218603865
0.0,0.5,0.0,0.18181818181818182,1.0,0.0,0.0,0.0,0.7724223173649878
0.0,0.5,0.0,0.18181818181818182,0.0,1.0,0.0,0.0,0.4854433052409082
0.0,0.5,0.0,0.18181818181818182,0.0,0.0,1.0,0.0,0.7188208491541512
0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.7800641144534153
0.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.4800196652598395
0.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.7319466042900848
0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5959378548913059
0.0,0.5,0.0,0.2727272727272727,1.0,0.0,0.0,0.0,0.7741198134296639
0.0,0.5,0.0,0.2727272727272727,0.0,1.0,0.0,0.0,0.4851567666536233
0.0,0.5,0.0,0.2727272727272727,0.0,0.0,1.0,0.0,0.7194406465193692
0.0,0.5,0.0,0.2727272727272727,0.0,0.0,0.0,1.0,0.5825381187815464
0.0,0.5,0.0,0.36363636363636365,1.0,0.0,0.0,0.0,0.7749534421964395
0.0,0.5,0.0,0.36363636363636365,0.0,1.0,0.0,0.0,0.4848702280663387
0.0,0.5,0.0,0.36363636363636365,0.0,0.0,1.0,0.0,0.7200604438845866
0.0,0.5,0.0,0.36363636363636365,0.0,0.0,0.0,1.0,0.5840202419301392
0.0,0.5,0.0,0.45454545454545453,1.0,0.0,0.0,0.0,0.7757870709632151
0.0,0.5,0.0,0.45454545454545453,0.0,1.0,0.0,0.0,0.484347335993218
0.0,0.5,0.0,0.45454545454545453,0.0,0.0,1.0,0.0,0.7206802412498046
0.0,0.5,0.0,0.45454545454545453,0.0,0.0,0.0,1.0,0.5855023650787325
0.0,0.5,0.0,0.5454545454545454,1.0,0.0,0.0,0.0,0.7766206997299903
0.0,0.5,0.0,0.5454545454545454,0.0,1.0,0.0,0.0,0.48362605753765475
0.0,0.5,0.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.7213000386150223
0.0,0.5,0.0,0.5454545454545454,0.0,0.0,0.0,1.0,0.5869844882273256
0.0,0.5,0.0,0.6363636363636364,1.0,0.0,0.0,0.0,0.7774543284967657
0.0,0.5,0.0,0.6363636363636364,0.0,1.0,0.0,0.0,0.48290477908209173
0.0,0.5,0.0,0.6363636363636364,0.0,0.0,1.0,0.0,0.7227205503546617
0.0,0.5,0.0,0.6363636363636364,0.0,0.0,0.0,1.0,0.5884666113759192
0.0,0.5,0.0,0.7272727272727273,1.0,0.0,0.0,0.0,0.7782879572635408
0.0,0.5,0.0,0.7272727272727273,0.0,1.0,0.0,0.0,0.48218350062652915
0.0,0.5,0.0,0.7272727272727273,0.0,0.0,1.0,0.0,0.7254040981513323
0.0,0.5,0.0,0.7272727272727273,0.0,0.0,0.0,1.0,0.589948734524512
0.0,0.5,0.0,0.8181818181818182,1.0,0.0,0.0,0.0,0.7791215860303167
0.0,0.5,0.0,0.8181818181818182,0.0,1.0,0.0,0.0,0.4814622221709658
