@relation regression/stock.arff_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute y real
@data
0.0,0.7621951219512195,0.48484848484848486,0.33495145631067963,0.4990583804143126,0.5798816568047337,0.3333333333333333,0.20388349514563106,0.8023255813953488,5.153374455663327
0.015175809037736208,0.7835365853658537,0.5555555555555556,0.3737864077669903,0.5160075329566854,0.5680473372781065,0.34615384615384615,0.21359223300970873,0.8023255813953488,5.155411271312488
0.027528736930060246,0.7713414634146342,0.5757575757575758,0.36893203883495146,0.5141242937853108,0.621301775147929,0.358974358974359,0.14563106796116504,0.813953488372093,5.1527398878696795
0.032813170434272024,0.7865853658536586,0.5858585858585859,0.3737864077669903,0.5254237288135594,0.650887573964497,0.3888888888888889,0.1553398058252427,0.8430232558139535,5.15252967322614
0.004945687766762215,0.725609756097561,0.5858585858585859,0.27184466019417475,0.4821092278719397,0.5562130177514792,0.1794871794871795,0.009708737864077669,0.7441860465116279,5.148615949717337
0.02009891375533526,0.725609756097561,0.5454545454545454,0.2912621359223301,0.480225988700565,0.591715976331361,0.28205128205128205,0.05825242718446602,0.7558139534883721,5.150943424767893
0.030351618075472497,0.7347560975609756,0.5151515151515151,0.3155339805825243,0.4971751412429379,0.621301775147929,0.26495726495726496,0.038834951456310676,0.7616279069767442,5.148482842537881
0.032813170434272024,0.7530487804878049,0.5252525252525253,0.33495145631067963,0.512241054613936,0.6568047337278107,0.27350427350427353,0.038834951456310676,0.7325581395348837,5.149781225098089
0.030351618075472497,0.7439024390243902,0.5050505050505051,0.3446601941747573,0.512241054613936,0.7041420118343196,0.26495726495726496,0.05825242718446602,0.7209302325581395,5.150212817786522
0.04164314265712151,0.7621951219512195,0.5151515151515151,0.36893203883495146,0.5141242937853108,0.7337278106508875,0.3034188034188034,0.10679611650485436,0.7383720930232558,5.152294022868769
0.04022041055983376,0.7560975609756098,0.5555555555555556,0.3737864077669903,0.5178907721280602,0.7514792899408284,0.2905982905982906,0.07766990291262135,0.7558139534883721,5.1506998403250295
0.04164314265712151,0.7439024390243902,0.5858585858585859,0.3883495145631068,0.504708097928437,0.7455621301775148,0.2905982905982906,0.038834951456310676,0.7674418604651163,5.148842508812512
0.03387457374494705,0.7317073170731707,0.5050505050505051,0.35436893203883496,0.4915254237288136,0.7041420118343196,0.2692307692307692,0.009708737864077669,0.7674418604651163,5.145774616024479
0.027528736930060246,0.7317073170731707,0.45454545454545453,0.34951456310679613,0.4915254237288136,0.7041420118343196,0.23931623931623933,0.009708737864077669,0.7441860465116279,5.145073297800168
0.04164314265712151,0.7560975609756098,0.45454545454545453,0.35436893203883496,0.4915254237288136,0.7100591715976331,0.26495726495726496,0.0,0.7616279069767442,5.144543298863223
