@relation regression/boston.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute x8_lower real
@attribute x8_upper real
@attribute x9_lower real
@attribute x9_upper real
@attribute x10_lower real
@attribute x10_upper real
@attribute x11_lower real
@attribute x11_upper real
@attribute x12_lower real
@attribute x12_upper real
@attribute y_min real
@attribute y_max real
@data
0.3483973793231778,0.47137576709073936,0.19194505649701632,0.8739195601630884,0.01975645343097765,0.5131574833876115,0.15251987879180062,0.7590765223309243,0.40088706903251325,0.6013505085741367,0.2340456678546171,0.7393758778442477,0.12753658456529504,0.6314440231194407,0.1020286401000805,0.4729633359719656,0.6507242142226819,0.7762009878607279,0.04275155703906941,0.32318644037741273,0.7124711030839945,0.821554710147491,0.05431234163161769,0.10540940032614832,0.6825655104398857,0.7018549897785791,23.791298774142838,29.52648798177066
0.5487884727180796,0.9280711741474753,0.13097679253635597,0.5288661661455528,0.2979584379445297,0.7682234262666141,0.556140616877228,0.9867287809981506,0.5391840999368567,0.9177523146629597,0.39296580213022847,0.6711678898910024,0.4521840641285274,0.9293878430981943,0.7833950741749132,0.812621362025205,0.6522855875204951,0.6553145210153554,0.5371005605450355,0.6050624445179845,0.5564416351041559,0.6638388771794702,0.0842722843998367,0.20335270508531578,0.030046205090468403,0.5553309350639616,21.306637240827676,28.23902010186455
0.3322803457815616,0.5311739533219142,0.28306864288446365,0.9150261663628315,0.6089564871388858,0.7980243440677303,0.08032441923736566,0.49545514305030824,0.30918922865308374,0.9650656935864146,0.35885969186451616,0.8014135111451756,0.2925987479723491,0.7935087618106199,0.47600652355834316,0.6304650508669732,0.4308714043109515,0.8952334576671518,0.17161021147088895,0.25911407915121776,0.5480663212277389,0.7039603681594332,0.6439599624280856,0.6487416976146043,0.0874015065350916,0.6189085704355383,20.273678407564226,31.002977937860905
0.04262353500588123,0.04982234256113227,0.42123848825572874,0.5487389892534108,0.4715720211213027,0.7083259438543468,0.9078901837521937,0.9825952245922772,0.07306791356972753,0.6321257979657102,0.03441173618145765,0.18482921334086266,0.4090633666608581,0.6612009008064995,0.13404485985648906,0.4588701062383178,0.23684980865280125,0.7232261655202368,0.5096523912762497,0.8261933705499744,0.10088721466737494,0.7701822842083277,0.23587990404901638,0.8345239202896447,0.47375956729973134,0.8546185385724893,24.37346667632965,33.44958758283039
0.2270343617456415,0.4625256495015281,0.7646608096436001,0.8834431725647637,0.7824813581288251,0.8916237285439852,0.45106613227355563,0.7175588065465774,0.5490498617985914,0.9101414691873626,0.5888543643221541,0.9833530904134306,0.30532164158620556,0.8338477124636577,0.2667815988892681,0.3438382046265399,0.8167843650679096,0.8353674275735823,0.022618262451408633,0.6082273580441014,0.06783774576258916,0.25210697476656674,0.5180994992897477,0.7598530321020767,0.15915149694872988,0.4420686843139109,22.37931275597186,29.54062348640565
0.29850264024339956,0.8574222853385075,0.10933226504214633,0.46154338018735563,0.3218744573105963,0.3888812869563172,0.09088844261320062,0.6865897192590495,0.007762631034258338,0.9870777554885858,0.7668363383189547,0.7903840745350638,0.6103235591676567,0.6744005059556906,0.3994786244924935,0.577260110358363,0.1438803363815001,0.701115267785914,0.23214202534670425,0.7984931047629111,0.4039804023382464,0.9248015506632914,0.07464728837095613,0.17475306901008936,0.6365650534991897,0.8845652248143208,20.562177326274565,36.46009782089852
0.18912046989171538,0.6630623989187835,0.48751042550382295,0.7875013688961854,0.11980577844928542,0.40188310982278663,0.2003381383956434,0.6390006060422128,0.364227741012772,0.3843484564688042,0.05282102897768892,0.4493766150165174,0.19175796785031773,0.6948291830874539,0.5336642703557133,0.590536629807699,0.2940800047608255,0.4674388509894458,0.18935292605810639,0.5677791696821667,0.39837720519134945,0.8870821794391636,0.8082841712591715,0.942020613614293,0.23951341121068614,0.9222837629859781,26.104369751428617,28.986701866838505
0.2051816213845027,0.7381652686201929,0.5458460459055383,0.8551812924830187,0.6590616857202887,0.942580468812576,0.2826017992729212,0.7014187008963259,0.6515824504312365,0.9296901882069204,0.8038772977237763,0.9821979817036711,0.2993335592201213,0.9112918940427129,0.5775024729769985,0.8323058670101612,0.008619078997053387,0.06771012776470353,0.35344662088489875,0.738325384458335,0.2531941164502305,0.9009997260807796,0.4597211858169833,0.762550205599267,0.4013607078076393,0.491724679435515,20.96411260948454,27.63296590053778
0.5413674637431355,0.6488965799119856,0.0991913653512203,0.3957941531983642,0.7927679798682282,0.9489555846527294,0.10934351891561933,0.4237642888578631,0.32290656697092246,0.43328962938064663,0.10285311178936729,0.609569690372633,0.40704259512701824,0.480803385979787,0.1563489099659633,0.17493171353525072,0.52917145374759,0.6157100414165382,0.5549414498066629,0.5821939797518538,0.11026690757441404,0.8365258697808842,0.3711295611742965,0.838168612879504,0.41899923337864253,0.9214959438763288,25.997103528249816,31.00690973229533
0.46843774738254595,0.6769358907514036,0.3659904032956103,0.46111681767174395,0.0030419665453728095,0.03190929092038497,0.05603274634752653,0.6602122660676635,0.42232957669871096,0.8246329167359171,0.4831713798041999,0.820495741950042,0.4312027572061278,0.6049337471271103,0.18845196512734474,0.5683296708239032,0.14846774525485784,0.19269458697390518,0.16243982282866543,0.5099481545159641,0.5836379475365872,0.9886787199270439,0.4453704934349807,0.8967924200342686,0.23173693596029243,0.8337180022078646,21.6235218468718,29.69152885374443
0.2390736382692511,0.8687071337334465,0.28090056531043683,0.6395665942950697,0.25190686807962437,0.47019501253373464,0.40504112247003365,0.926636472302992,0.8878870586848151,0.8951903903329351,0.7861459563511302,0.9713952933839756,0.08913766628002584,0.7172071071894278,0.6115647819088573,0.965189783740345,0.31991567725859005,0.7201685121099586,0.07874934343889639,0.9784146695304397,0.30537490984365756,0.9233031809558714,0.06923050951936238,0.9444608735769165,0.319799206422795,0.9405372362190849,20.847670935929035,26.1960401586472
0.1568812253417402,0.868952406228835,0.36630304836749683,0.6134177910383092,0.17529707360762325,0.19966923735275988,0.2366964877919303,0.7805816064108083,0.80833500581917,0.9189471355426979,0.11262512826132853,0.6315790309947902,0.20591684042354208,0.32487636556396127,0.7357566771150689,0.9351053593417349,0.46428713495719276,0.8203847190482342,0.23217188632154995,0.4774614281684909,0.12277765763611237,0.3954551904623721,0.1872689492102929,0.29909262329891206,0.4292479914236529,0.6107785424505072,20.297578146400966,25.073261774908453
0.611844443389823,0.8795272093402168,0.15741008840108495,0.9163622662981503,0.298330120905705,0.9660788521563011,0.261218387266956,0.36809065697316556,0.04806786610147995,0.5566352786394598,0.47997995550151495,0.6630290286681962,0.4502066070147286,0.7596499248323051,0.04725371030744441,0.26169578412238614,0.16853284383933087,0.4221583137193461,0.1464534279766766,0.7015890949605927,0.36018012131827504,0.6045830146651224,0.6510128927530914,0.8485116634840244,0.4590286908961795,0.9409604193389204,25.397145843480647,35.485733630050035
