@relation regression/boston.arff_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute x9 real
@attribute x10 real
@attribute x11 real
@attribute x12 real
@attribute y real
@data
0.0,0.18,0.06781524926686218,0.0,0.3148148148148149,0.5775052692086607,0.6416065911431514,0.26920313906646415,0.0,0.20801526717557253,0.28723404255319157,1.0,0.08967991169977926,30.484373401893503
0.00023592253917842758,0.0,0.2423020527859238,0.0,0.17283950617283944,0.5479977007089482,0.7826982492276005,0.34896198019441843,0.14285714285714285,0.1049618320610687,0.5531914893617023,1.0,0.20447019867549668,32.250096915342525
0.00023569774400055386,0.0,0.2423020527859238,0.0,0.17283950617283944,0.6943858976815482,0.5993820803295572,0.34896198019441843,0.14285714285714285,0.1049618320610687,0.5531914893617023,0.9897372535175752,0.06346578366445917,32.755285159828865
0.00029279571918046875,0.0,0.06304985337243403,0.0,0.15020576131687244,0.6585552787890402,0.44181256436663235,0.4485445898389546,0.2857142857142857,0.06679389312977099,0.648936170212766,0.9942760603156993,0.033388520971302425,32.75184042465617
0.0007050700754007985,0.0,0.06304985337243403,0.0,0.15020576131687244,0.6871048093504504,0.5283213182286304,0.4485445898389546,0.2857142857142857,0.06679389312977099,0.648936170212766,1.0,0.09933774834437085,32.77901131286434
0.000264471526768385,0.0,0.06304985337243403,0.0,0.15020576131687244,0.5497221689978923,0.5746652935118436,0.4485445898389546,0.2857142857142857,0.06679389312977099,0.648936170212766,0.9929900650562309,0.09602649006622516,32.41127130251414
0.0009213230365152789,0.125,0.27162756598240473,0.0,0.2860082304526749,0.4696301973558153,0.6560247167868177,0.40292264183542637,0.5714285714285714,0.2366412213740458,0.276595744680851,0.9967219728680217,0.2952538631346578,30.131929717668076
0.0015536718718739421,0.125,0.27162756598240473,0.0,0.2860082304526749,0.5002874113814907,0.9598352214212151,0.4383871818421555,0.5714285714285714,0.2366412213740458,0.276595744680851,1.0,0.4806843267108167,30.00585930159246
0.0023032513924937294,0.125,0.27162756598240473,0.0,0.2860082304526749,0.3966277064571758,1.0,0.4503541907264774,0.5714285714285714,0.2366412213740458,0.276595744680851,0.9741035856573705,0.7781456953642384,29.469258344525464
0.0018401733260739476,0.125,0.27162756598240473,0.0,0.2860082304526749,0.4680973366545315,0.8547888774459321,0.4967308968891233,0.5714285714285714,0.2366412213740458,0.276595744680851,0.9743053104039539,0.4241169977924945,29.846590678498853
