@relation regression/cpu.small.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute x8_lower real
@attribute x8_upper real
@attribute x9_lower real
@attribute x9_upper real
@attribute x10_lower real
@attribute x10_upper real
@attribute x11_lower real
@attribute x11_upper real
@attribute y_min real
@attribute y_max real
@data
0.3677475342906059,0.4721462818931651,0.18984942030183327,0.20082666156562679,0.07485114730564424,0.2500453023082331,0.8803598715414706,0.8994134998636597,0.2688076196991548,0.5055101144023176,0.4966761246567012,0.7701743103696836,0.08448112886871262,0.46914821508700555,0.5199922701508076,0.7311624049142366,0.33444942203005523,0.9193890170021498,0.3737249344810656,0.6966884873195897,0.17599122868166106,0.5626114754175346,0.08486729992429354,0.5240337772682905,6.436820522032126,6.648177637517914
0.3189536918997009,0.6832153541412554,0.4269657682054647,0.683682167331328,0.015821700330376887,0.7271977400926388,0.23686744845842755,0.6161087659528061,0.4927582414893349,0.7553878898607735,0.5273039823311865,0.763851528277484,0.41021719180833827,0.5817723628480357,0.053687902621921024,0.8751598753265043,0.1063307580810301,0.250628050698784,0.5866399930947732,0.8093887576412829,0.26557015387263183,0.3899085456488358,0.5369767213528304,0.8174788158140325,6.526856492925115,6.671164641315173
0.3659247233579249,0.8173789598379978,0.19535206464300026,0.875453798079738,0.028541509923206032,0.5599272768942969,0.6058397564937189,0.9438575296536201,0.1862150081935473,0.880753435954964,0.3205513989529374,0.33476893464821766,0.6515939604490809,0.8594277286124429,0.3313904088068431,0.5420562367785174,0.5427194789727878,0.6646772416422723,0.5860123363907592,0.7035313896875597,0.6348246954493728,0.8192575033003159,0.8419129034209744,0.8450900822337127,6.526560369928382,6.6139602250899925
0.3413076787971382,0.8180501091476139,0.09438163065664074,0.8785856657956139,0.2055938739352653,0.42935539050585547,0.6458725572719982,0.8115037538128558,0.5812702013027127,0.8904625016858206,0.09764071034468613,0.36925719118559275,0.6363078512393742,0.8608858417445862,0.17136396903573758,0.717212195294651,0.2014657164782342,0.5587803484737411,0.8181698317142109,0.8495397646873337,0.8925208298129731,0.9952619593750857,0.2767688274275675,0.4586599946457267,6.444573357287831,6.611246933410637
0.22047853861134814,0.7209404280662334,0.15162290505545162,0.6108081113171203,0.1848741770426593,0.8056363244157856,0.5031281055520676,0.883317683909767,0.5197833003957353,0.7116588090507718,0.015398274402353418,0.34304587828541777,0.15801748452538722,0.839257308628104,0.264999856624928,0.46950592429438864,0.07747886083938593,0.9847386803512206,0.011025686107385857,0.7213386677890554,0.13949509106981384,0.5520824543800668,0.22020542956617206,0.9082650474248725,6.2995270836248425,6.641278057260696
0.22396068351506748,0.5265476956522606,0.19347762024545945,0.7658568695085998,0.1634350683757806,0.8048813347437296,0.5855592204710617,0.916194447898052,0.0028238521308259212,0.7522491679396184,0.19606035332484062,0.4829711853979647,0.904988078207994,0.9718003465162156,0.4727453321423897,0.6023775608062403,0.05681156158873302,0.8916137268042809,0.2017900425410729,0.501028642131208,0.3157674452299364,0.8233168009317946,0.2427098827016385,0.7144168505130752,6.5656055178476995,6.716266604399132
0.20033081333499803,0.25097651389138276,0.2843139503224782,0.6269569970315737,0.048338319614004144,0.8257718907102978,0.5290933511453635,0.5915721134445536,0.11102653699406162,0.5269862413966495,0.19784260037466606,0.37222633819134077,0.2096394647103179,0.32888374179649504,0.02457822896455253,0.9274216611973447,0.8160568124285491,0.9544954375729275,0.17331222095596044,0.9945944774700256,0.11060273028756284,0.6402915324195064,0.23472144839775821,0.7996353106608537,6.356918994909904,6.505351586855668
0.41025266552734474,0.4913881367362032,0.6893578036961776,0.9324032437476101,0.5861802449551956,0.5901517195398011,0.7157773213118093,0.8211018299810326,0.1458374938282062,0.6459346137752383,0.5031492356555552,0.7233476295465989,0.6388435771981573,0.8328391258352223,0.10336997899576061,0.47821785026967434,0.3361428546939291,0.40270305913744,0.5821384342097543,0.8227423005645143,0.035732354838985514,0.7263875959473798,0.4688113834141474,0.821707061786456,6.582709928637246,6.7336616746184275
0.6598924109520227,0.8319360233831287,0.0625467212312848,0.06736889964093151,0.07229917088656501,0.8598462092679147,0.8165558705424708,0.9075783999827598,0.13833239036285183,0.5545196166568146,0.21084742161562908,0.3051259336412685,0.793380661274274,0.8412719211080512,0.7101388561550557,0.7744420294614811,0.5589481414873962,0.6240633952371404,0.18600066993489395,0.6585637940625118,0.38182092495515096,0.6369689170178119,0.650951654807635,0.8965030018554822,6.528846079201915,6.605877757132877
0.5658737120696561,0.8568029114221923,0.6304993998271933,0.65800964007683,0.13235248035333103,0.17823675599291455,0.3264286992783859,0.8010984839275003,0.19088365379468952,0.9890656388404868,0.3029346379643699,0.8367750421428638,0.5971038515876949,0.688435638514325,0.1592389240632348,0.5157995409396781,0.1917562660411306,0.2600376196244134,0.3426721372235936,0.46321837967455415,0.20344416478383953,0.213169751642026,0.8838723152998474,0.9113851181393983,6.526462425020742,6.74184861319129
0.1937135026243605,0.5464363588477543,0.5599767762046397,0.9216446144409363,0.3498512371627196,0.6764216926674241,0.42151650460667023,0.8317430051819945,0.46243403819735995,0.688239050821378,0.11042067362747576,0.9563354752117459,0.5646269994559244,0.8245091242126323,0.5723519915570509,0.5782891264940438,0.202461874152276,0.7081575280380457,0.057401828990865766,0.6767175934796835,0.31277309344610327,0.4484730788349962,0.6814474293769064,0.999407287377962,6.447024995598706,6.853650893410007
0.3162346859438645,0.5984202063778613,0.11789525205434748,0.7852163046456433,0.6763179729413279,0.96003040094813,0.46828212325115104,0.9409604097063363,0.5113956657908155,0.5284475546940557,0.5257264989063771,0.7845454416575792,0.18661627103535028,0.8276045353679329,0.5675008403320947,0.9862626282772081,0.3106986927233968,0.39691237679037294,0.01916027918690999,0.47494796286994734,0.7278136289096608,0.745795881072177,0.2163405974223298,0.7414503784660577,6.486238820997322,6.791894735502409
0.32416951339317635,0.5460657934803439,0.511281141941747,0.5691493293829716,0.2828003019432346,0.4305888855798593,0.7628837784498097,0.9410243092967547,0.13495652156621962,0.5974349575350539,0.15827941357974595,0.6098120289189626,0.9736765144135575,0.9863448065236613,0.022312907901710477,0.13400732661404047,0.6920167861662356,0.862938463706357,0.07405859623969202,0.1520675208440544,0.6478275141693206,0.8802920494942083,0.6169192127336424,0.8855377412292351,6.601107686497105,6.770017677414833
0.3760131907761791,0.5136155182405008,0.31385113427188605,0.9372562681108296,0.10489379813556843,0.9845887686123592,0.1824073274182778,0.9846501610273674,0.010889477683606708,0.23113311019666516,0.3234838180101879,0.9120762362662631,0.04522861436718484,0.42732737662229847,0.17615931146108244,0.29899904479888995,0.19426595177544936,0.8821915578273961,0.1338068423915887,0.3234643126057829,0.27326235227776774,0.7835049784162461,0.25750959609082635,0.6527260055222199,6.392620923758595,6.70882149133883
0.3372863323977494,0.5773527443244686,0.11675291311995761,0.3277273530684257,0.635631320796898,0.8321573618486989,0.24588755377787386,0.502053478614547,0.6361087850964514,0.884177069677274,0.27009516768380726,0.628178492572554,0.06936690465964868,0.32612061730624586,0.6606676695141056,0.7731152776248282,0.5205087809334484,0.9959717843270486,0.06093737361368934,0.4634435494444392,0.2013696655506516,0.9844672648400048,0.13151296972817306,0.1760448337587318,6.373631467030083,6.589792177524297
