@relation regression/machine.cpu.arff_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute y real
@data
0.07282535401213756,0.006012024048096192,0.09284284284284285,1.0,0.3076923076923077,0.7272727272727273,68.73963282568585
0.008091706001348618,0.24849699398797595,0.4994994994994995,0.125,0.15384615384615385,0.18181818181818182,67.95146360312783
0.008091706001348618,0.24849699398797595,0.4994994994994995,0.125,0.15384615384615385,0.18181818181818182,67.95146360312783
0.008091706001348618,0.24849699398797595,0.4994994994994995,0.125,0.15384615384615385,0.18181818181818182,67.95146360312783
0.008091706001348618,0.24849699398797595,0.24924924924924924,0.125,0.15384615384615385,0.09090909090909091,67.91442933128332
0.006068779501011463,0.24849699398797595,0.4994994994994995,0.25,0.15384615384615385,0.18181818181818182,67.98940698557743
0.004045853000674309,0.49899799599198397,0.4994994994994995,0.25,0.3076923076923077,0.18181818181818182,68.29727289034338
0.004045853000674309,0.49899799599198397,0.4994994994994995,0.25,0.3076923076923077,0.18181818181818182,68.29727289034338
0.004045853000674309,0.49899799599198397,1.0,0.25,0.3076923076923077,0.18181818181818182,68.29813233731383
0.004045853000674309,1.0,1.0,0.5,0.6153846153846154,0.36363636363636365,69.06266692032204
0.25826028320971006,0.02930861723446894,0.04592092092092092,0.0,0.019230769230769232,0.011363636363636364,67.56580122870997
0.25826028320971006,0.014028056112224449,0.053741241241241244,0.015625,0.019230769230769232,0.03409090909090909,67.57965931124839
0.02899527983816588,0.06062124248496994,0.12412412412412413,0.25390625,0.019230769230769232,0.045454545454545456,67.66497252251625
0.022252191503708697,0.12324649298597194,0.24924924924924924,0.25390625,0.019230769230769232,0.045454545454545456,67.6655965719673
0.22454484153742413,0.0,0.0,0.0,0.019230769230769232,0.022727272727272728,67.57144194811242
0.12339851652056642,0.014028056112224449,0.24924924924924924,0.0,0.07692307692307693,0.18181818181818182,67.75480327824928
0.10114632501685772,0.014403807615230461,0.03028028028028028,0.03125,0.07692307692307693,0.08522727272727272,67.72580944724609
0.08496291301416048,0.014028056112224449,0.0772022022022022,0.0,0.1346153846153846,0.18181818181818182,67.8710748279133
0.08496291301416048,0.02930861723446894,0.03028028028028028,0.0,0.09615384615384616,0.09090909090909091,67.75764674302053
0.06271072151045179,0.15455911823647295,0.0772022022022022,0.5546875,0.15384615384615385,0.36363636363636365,68.15190027967331
0.08496291301416048,0.04496492985971944,0.09753503503503504,0.0,0.09615384615384616,0.18181818181818182,67.79440801646412
0.08496291301416048,0.09506513026052105,0.09597097097097097,0.0,0.09615384615384616,0.11363636363636363,67.7670838774953
0.08496291301416048,0.07001503006012023,0.09597097097097097,0.0,0.11538461538461539,0.36363636363636365,67.90607201174322
0.06271072151045179,0.09506513026052105,0.09597097097097097,0.0,0.11538461538461539,0.36363636363636365,67.90694398316849
0.2043155765340526,0.002004008016032064,0.09284284284284285,0.0,0.019230769230769232,0.06818181818181818,67.59064164838166
0.2043155765340526,0.014028056112224449,0.03028028028028028,0.015625,0.019230769230769232,0.017045454545454544,67.5747095927974
0.2043155765340526,0.006012024048096192,0.09284284284284285,0.0,0.019230769230769232,0.03409090909090909,67.57692549939271
0.2043155765340526,0.006012024048096192,0.04592092092092092,0.015625,0.019230769230769232,0.017045454545454544,67.57471533722364
0.2043155765340526,0.014028056112224449,0.0772022022022022,0.015625,0.019230769230769232,0.028409090909090908,67.57936573449581
