@relation regression/cpu.small.arff_RQP_training_data
@attribute x0 real
@attribute x1 real
@attribute x2 real
@attribute x3 real
@attribute x4 real
@attribute x5 real
@attribute x6 real
@attribute x7 real
@attribute x8 real
@attribute x9 real
@attribute x10 real
@attribute x11 real
@attribute y real
@data
0.0032520325203252032,0.0034782608695652175,0.07485465116279069,0.0182605421686747,0.019636630574417325,0.049701789264413515,0.0167897918065816,0.06800188887538687,0.1969124366363447,0.00035435861091424523,0.5405947210157033,0.8255502778415512,6.317115247728705
0.0005420054200542005,0.0,0.16602067183462532,0.03746234939759036,0.017250871719581576,0.019880715705765408,0.020147750167897917,0.01695277534455549,0.023687799458370948,0.0007087172218284905,0.006264617440694955,0.5046079569897267,6.306788776097664
0.03360433604336043,0.13391304347826086,0.29853036175710596,0.04743975903614458,0.029179665993760324,0.06958250497017891,0.023505708529214235,0.1946919118371767,0.14843858065412124,0.00148830616583983,0.01678917474106248,0.5860363723901506,6.325578335161197
0.0027100271002710027,0.0,0.3724160206718346,0.047063253012048195,0.031198385024775187,0.04920477137176938,0.04331766286098052,0.20761360861092848,0.09636330810360391,0.0,0.014868025392582694,0.43358171528429446,6.3223150554303515
0.022764227642276424,0.09565217391304348,0.31007751937984496,0.04574548192771084,0.04349421912277482,0.12922465208747513,0.07723304231027535,0.07798181660571626,0.2931474203180335,0.0008504606661941885,0.023053792181757436,0.4519480114212604,6.358137574476026
0.0027100271002710027,0.0017391304347826088,0.12782622739018087,0.02371987951807229,0.014681592952835382,0.019880715705765408,0.030221625251846875,0.08704818096787843,0.05862537323796958,0.0004252303330970943,0.18676912796525225,0.45056515623989996,6.309968172989007
0.0016260162601626016,0.0,0.04247416020671835,0.011106927710843373,0.007340796476417691,0.14910536779324055,0.050369375419744795,0.03451076662928762,0.02179959725019096,0.0,0.019545606414968258,0.8053660308891153,6.355671426874646
0.003794037940379404,0.008695652173913044,0.09948320413436693,0.04405120481927711,0.02073775004587998,0.019880715705765408,0.010073875083948958,0.28426505845736827,0.3726363446982848,0.0013465627214741317,0.20689943200801872,0.4623229916391203,6.304927041666664
0.08617886178861789,0.06956521739130435,0.18846899224806202,0.05515813253012048,0.04679757753716278,0.049701789264413515,0.0167897918065816,0.09503631889378084,0.11552086660648567,0.0006378454996456413,0.04017707985299031,0.47680552428801015,6.316316326111953
0.0005420054200542005,0.0,0.25944767441860467,0.04988704819277109,0.029913745641402093,0.049701789264413515,0.053727333781061114,0.1579336526582992,0.070651760294424,0.0,0.04376879385232209,0.4993640738503512,6.325323692358533
0.004878048780487805,0.0052173913043478265,0.1224967700258398,0.01882530120481928,0.017067351807671133,0.05964214711729622,0.020147750167897917,0.10320732782318986,0.06119852788000833,0.0,0.046775810223855664,0.47861366761992435,6.319577792497417
0.005962059620596206,0.0034782608695652175,0.12742248062015504,0.013177710843373495,0.019820150486327768,0.019880715705765408,0.006715916722632639,0.03001340658201032,0.05126921741545726,0.0,0.04811226194453725,0.47627101643422187,6.3034054349886945
0.001084010840108401,0.0017391304347826088,0.427406330749354,0.07530120481927711,0.04899981648008809,0.009940357852882704,0.0033579583613163196,0.008839160994169107,0.08535851676966877,0.0005315379163713678,0.008102238556632141,0.4524985678845035,6.299588169652205
0.0032520325203252032,0.0034782608695652175,0.15592700258397932,0.021649096385542167,0.01926959075059644,0.02982107355864811,0.010073875083948958,0.015203626070755245,0.032780501354072636,0.0,0.09572335449381891,0.4953804523478893,6.307633943203404
0.09322493224932249,0.19652173913043477,0.10642764857881137,0.03106174698795181,0.023307028812626168,0.02982107355864811,0.05691739422431162,0.10345194747723117,0.056746614818415385,0.2632884479092842,0.0030905446040761777,2.674768242476657e-06,6.305969548244358
0.044444444444444446,0.07652173913043478,0.18031330749354005,0.028237951807228916,0.05799229216369976,0.02982107355864811,0.010073875083948958,0.03864278049423461,0.04103603916394695,0.0007795889440113396,0.03608419645840294,0.5884793273849459,6.308628593537941
