@relation regression/stock.arff_RQP_test_data
@attribute x0_lower real
@attribute x0_upper real
@attribute x1_lower real
@attribute x1_upper real
@attribute x2_lower real
@attribute x2_upper real
@attribute x3_lower real
@attribute x3_upper real
@attribute x4_lower real
@attribute x4_upper real
@attribute x5_lower real
@attribute x5_upper real
@attribute x6_lower real
@attribute x6_upper real
@attribute x7_lower real
@attribute x7_upper real
@attribute x8_lower real
@attribute x8_upper real
@attribute y_min real
@attribute y_max real
@data
0.6351708967731227,0.900618462862405,0.48083056433793336,0.6718791293713021,0.2792869310969024,0.8418794848606367,0.5537441177410234,0.6429143500641025,0.16692551699362757,0.1918993133931719,0.2642730627040566,0.6094553240323213,0.26567885090873644,0.42876373917732225,0.8548466985798028,0.9943218518456947,0.13842538770824553,0.555265845517406,5.20332854085585,5.25667221628659
0.047160865907593164,0.9358596513373737,0.6323191264216237,0.9079804723213306,0.1432649547340047,0.3044301893261845,0.0699457031462064,0.8560663242653785,0.000509683290174423,0.5422123609241876,0.06275737285019023,0.40529987014061675,0.22348716235666133,0.9846779038262832,0.08218948636056256,0.18069328176642352,0.6596357304834065,0.8310153681586807,5.127149610911346,5.2020087383509415
0.03699997846974956,0.268190187541252,0.48778778225451835,0.9179475257363536,0.11288357683671779,0.2209516195217044,0.45392660090062065,0.8463768891410886,0.2030613671303848,0.3281155857976429,0.1059423567942458,0.7712369542187538,0.18188682699062098,0.6633303606196256,0.748023306880236,0.9739166464266534,0.09031679333047027,0.9741401435840669,5.149617099988314,5.229005309050318
0.6371691995844725,0.9020459186423597,0.025378038199225128,0.7062764589176865,0.031558981218526405,0.9305902654257707,0.2037317273972109,0.31670748354049816,0.7220778292860566,0.9517128192988423,0.3278336177804635,0.7471962081679235,0.675664747606656,0.833416861318264,0.4119007945966978,0.8949228034487533,0.014615668540890137,0.8435114127727322,5.1746005603376,5.272527520684657
0.22665230714957463,0.7634063808014089,0.21108381196931714,0.904384716968865,0.06598791617900768,0.3732119098933302,0.21934279114935074,0.5407474836899032,0.5085192836724478,0.6376891007439489,0.7613165223676372,0.9474453453178049,0.241189451300876,0.2986100539595261,0.11416880220822012,0.19379055448013305,0.05817775171257111,0.9132972606475852,5.133932324502859,5.210587175685205
0.29844355672744105,0.8768819151352479,0.9048042284894016,0.9370111425248582,0.70137585387056,0.7743439247093042,0.2686419422714956,0.724111471636461,0.7248216154199995,0.9694379434019472,0.49929630001036185,0.9679268610226965,0.08079405641483084,0.6683141199941028,0.12930554286470441,0.8468895691792259,0.28674890703185596,0.7731890621359571,5.1521837255069265,5.248783540364317
0.39793890375256336,0.6432887994006941,0.24746576592252223,0.38208805850780336,0.44463853725307123,0.5663281274475906,0.06755490147317,0.3589173691987959,0.08594329676081536,0.772428456119515,0.35606226850566214,0.8757981788093896,0.07625643650341352,0.3776178141812373,0.06186518277325037,0.6528200247877716,0.05927438949406871,0.6868480836220591,5.15788193037188,5.238787110210805
0.2242961308329049,0.7367039942766053,0.35275829569237693,0.7219877149913909,0.3417681433810982,0.9619069281630601,0.0767274443376067,0.46034148106297146,0.20770685481427964,0.6939345088007463,0.33619356921058663,0.48571735962860063,0.2646556423247588,0.7921384547647726,0.09570822818164737,0.13811680742254873,0.1034930060808793,0.5935096520869884,5.157688180379976,5.231356893116596
0.23112431760069851,0.5996706082968373,0.14893310020960637,0.6973159909588571,0.3060290383719704,0.7232609367506995,0.18312993286377377,0.19553634590268254,0.4744829590354728,0.6836066576160709,0.008653240073694501,0.22532630567130707,0.16636440857652446,0.6718392058823334,0.287585764036283,0.8702573050699013,0.37371138260813996,0.4255938754983778,5.1784610381991785,5.239139587171863
0.25124871673572247,0.4418592538156192,0.23455700120519496,0.32540719027940745,0.20488822133452256,0.9961861125206911,0.08380727239409802,0.6882075903280229,0.11397786584610525,0.8827749892080833,0.005455868020105892,0.20645942459294842,0.5783136201452005,0.6533352733050172,0.3311254767794769,0.881323259371524,0.4027164564319943,0.640879255615765,5.1643704403579145,5.242192078942739
0.20648027533931856,0.8349035664219069,0.2351287469165677,0.9654769006405439,0.6016447526661456,0.6109559736465505,0.8986070846566603,0.9059672181936151,0.6198283607241182,0.9291435342727493,0.7357364168584176,0.9845759686775255,0.16437597784027413,0.4170322275906868,0.12669482313570068,0.6633190430868047,0.1516870321567052,0.25893298716589164,5.167891073133977,5.223656180789269
